zone_id,zone_name,lat,lon,Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
0,T_Nagar,13.0418,80.2341,7:00:00 PM,10,Tuesday,105,14,12,19,150,high
0,T_Nagar,13.0418,80.2341,7:15:00 PM,10,Tuesday,144,32,29,19,224,heavy
0,T_Nagar,13.0418,80.2341,7:30:00 PM,10,Tuesday,73,21,21,39,154,high
0,T_Nagar,13.0418,80.2341,7:45:00 PM,10,Tuesday,88,11,16,9,124,normal
0,T_Nagar,13.0418,80.2341,8:00:00 PM,10,Tuesday,115,25,17,49,206,heavy
0,T_Nagar,13.0418,80.2341,8:15:00 PM,10,Tuesday,69,17,17,28,131,high
0,T_Nagar,13.0418,80.2341,8:30:00 PM,10,Tuesday,136,7,16,16,175,heavy
0,T_Nagar,13.0418,80.2341,8:45:00 PM,10,Tuesday,144,7,17,19,187,heavy
0,T_Nagar,13.0418,80.2341,9:00:00 PM,10,Tuesday,108,20,19,7,154,high
0,T_Nagar,13.0418,80.2341,9:15:00 PM,10,Tuesday,134,10,19,15,178,heavy
0,T_Nagar,13.0418,80.2341,9:30:00 PM,10,Tuesday,92,22,18,25,157,high
0,T_Nagar,13.0418,80.2341,9:45:00 PM,10,Tuesday,72,26,30,13,141,high
0,T_Nagar,13.0418,80.2341,10:00:00 PM,10,Tuesday,19,1,0,22,42,low
0,T_Nagar,13.0418,80.2341,10:15:00 PM,10,Tuesday,15,0,1,31,47,low
0,T_Nagar,13.0418,80.2341,10:30:00 PM,10,Tuesday,22,2,0,43,67,normal
0,T_Nagar,13.0418,80.2341,10:45:00 PM,10,Tuesday,14,1,0,40,55,low
0,T_Nagar,13.0418,80.2341,11:00:00 PM,10,Tuesday,20,3,1,18,42,low
0,T_Nagar,13.0418,80.2341,11:15:00 PM,10,Tuesday,21,0,1,12,34,low
0,T_Nagar,13.0418,80.2341,11:30:00 PM,10,Tuesday,19,1,0,47,67,normal
0,T_Nagar,13.0418,80.2341,11:45:00 PM,10,Tuesday,24,2,0,28,54,low
0,T_Nagar,13.0418,80.2341,12:00:00 AM,11,Wednesday,15,2,1,22,40,low
0,T_Nagar,13.0418,80.2341,12:15:00 AM,11,Wednesday,26,0,0,39,65,normal
0,T_Nagar,13.0418,80.2341,12:30:00 AM,11,Wednesday,20,1,0,17,38,low
0,T_Nagar,13.0418,80.2341,12:45:00 AM,11,Wednesday,25,0,0,18,43,low
0,T_Nagar,13.0418,80.2341,1:00:00 AM,11,Wednesday,26,1,1,44,72,normal
0,T_Nagar,13.0418,80.2341,1:15:00 AM,11,Wednesday,21,0,1,30,52,low
0,T_Nagar,13.0418,80.2341,1:30:00 AM,11,Wednesday,22,0,1,36,59,low
0,T_Nagar,13.0418,80.2341,1:45:00 AM,11,Wednesday,25,5,0,12,42,low
0,T_Nagar,13.0418,80.2341,2:00:00 AM,11,Wednesday,20,4,1,41,66,normal
0,T_Nagar,13.0418,80.2341,2:15:00 AM,11,Wednesday,18,5,1,14,38,low
0,T_Nagar,13.0418,80.2341,2:30:00 AM,11,Wednesday,23,2,1,28,54,low
0,T_Nagar,13.0418,80.2341,2:45:00 AM,11,Wednesday,17,3,0,24,44,low
0,T_Nagar,13.0418,80.2341,3:00:00 AM,11,Wednesday,13,6,0,34,53,low
0,T_Nagar,13.0418,80.2341,3:15:00 AM,11,Wednesday,23,1,1,51,76,normal
0,T_Nagar,13.0418,80.2341,3:30:00 AM,11,Wednesday,14,6,0,53,73,normal
0,T_Nagar,13.0418,80.2341,3:45:00 AM,11,Wednesday,29,1,1,42,73,normal
0,T_Nagar,13.0418,80.2341,4:00:00 AM,11,Wednesday,21,7,1,56,85,normal
0,T_Nagar,13.0418,80.2341,4:15:00 AM,11,Wednesday,134,7,6,1,148,high
0,T_Nagar,13.0418,80.2341,4:30:00 AM,11,Wednesday,153,33,4,10,200,heavy
0,T_Nagar,13.0418,80.2341,4:45:00 AM,11,Wednesday,93,28,10,25,156,high
0,T_Nagar,13.0418,80.2341,5:00:00 AM,11,Wednesday,107,29,1,25,162,high
0,T_Nagar,13.0418,80.2341,5:15:00 AM,11,Wednesday,131,18,13,1,163,high
0,T_Nagar,13.0418,80.2341,5:30:00 AM,11,Wednesday,115,28,9,9,161,high
0,T_Nagar,13.0418,80.2341,5:45:00 AM,11,Wednesday,108,41,14,0,163,high
0,T_Nagar,13.0418,80.2341,6:00:00 AM,11,Wednesday,157,14,32,3,206,heavy
0,T_Nagar,13.0418,80.2341,6:15:00 AM,11,Wednesday,180,58,62,4,304,heavy
0,T_Nagar,13.0418,80.2341,6:30:00 AM,11,Wednesday,165,46,44,1,256,heavy
0,T_Nagar,13.0418,80.2341,6:45:00 AM,11,Wednesday,159,21,31,5,216,heavy
0,T_Nagar,13.0418,80.2341,7:00:00 AM,11,Wednesday,158,18,63,0,239,heavy
0,T_Nagar,13.0418,80.2341,7:15:00 AM,11,Wednesday,168,36,63,7,274,heavy
0,T_Nagar,13.0418,80.2341,7:30:00 AM,11,Wednesday,139,52,58,1,250,heavy
0,T_Nagar,13.0418,80.2341,7:45:00 AM,11,Wednesday,141,36,34,4,215,heavy
0,T_Nagar,13.0418,80.2341,8:00:00 AM,11,Wednesday,175,39,67,6,287,heavy
0,T_Nagar,13.0418,80.2341,8:15:00 AM,11,Wednesday,150,36,56,0,242,heavy
0,T_Nagar,13.0418,80.2341,8:30:00 AM,11,Wednesday,187,38,61,0,286,heavy
0,T_Nagar,13.0418,80.2341,8:45:00 AM,11,Wednesday,170,29,30,1,230,heavy
0,T_Nagar,13.0418,80.2341,9:00:00 AM,11,Wednesday,139,33,42,0,214,heavy
0,T_Nagar,13.0418,80.2341,9:15:00 AM,11,Wednesday,52,12,51,22,137,high
0,T_Nagar,13.0418,80.2341,9:30:00 AM,11,Wednesday,104,11,17,15,147,high
0,T_Nagar,13.0418,80.2341,9:45:00 AM,11,Wednesday,73,24,18,14,129,normal
0,T_Nagar,13.0418,80.2341,10:00:00 AM,11,Wednesday,21,12,27,35,95,normal
0,T_Nagar,13.0418,80.2341,10:15:00 AM,11,Wednesday,66,28,49,28,171,heavy
0,T_Nagar,13.0418,80.2341,10:30:00 AM,11,Wednesday,106,10,43,21,180,heavy
0,T_Nagar,13.0418,80.2341,10:45:00 AM,11,Wednesday,63,22,51,19,155,high
0,T_Nagar,13.0418,80.2341,11:00:00 AM,11,Wednesday,65,12,10,27,114,normal
0,T_Nagar,13.0418,80.2341,11:15:00 AM,11,Wednesday,73,10,3,36,122,normal
0,T_Nagar,13.0418,80.2341,11:30:00 AM,11,Wednesday,69,13,10,38,130,normal
0,T_Nagar,13.0418,80.2341,11:45:00 AM,11,Wednesday,71,10,17,28,126,normal
0,T_Nagar,13.0418,80.2341,12:00:00 PM,11,Wednesday,67,13,18,28,126,normal
0,T_Nagar,13.0418,80.2341,12:15:00 PM,11,Wednesday,62,14,9,25,110,normal
0,T_Nagar,13.0418,80.2341,12:30:00 PM,11,Wednesday,74,10,14,30,128,normal
0,T_Nagar,13.0418,80.2341,12:45:00 PM,11,Wednesday,64,7,14,31,116,normal
0,T_Nagar,13.0418,80.2341,1:00:00 PM,11,Wednesday,61,10,9,39,119,normal
0,T_Nagar,13.0418,80.2341,1:15:00 PM,11,Wednesday,143,21,28,29,221,heavy
0,T_Nagar,13.0418,80.2341,1:30:00 PM,11,Wednesday,7,39,35,20,101,normal
0,T_Nagar,13.0418,80.2341,1:45:00 PM,11,Wednesday,74,39,48,13,174,heavy
0,T_Nagar,13.0418,80.2341,2:00:00 PM,11,Wednesday,49,15,41,24,129,normal
0,T_Nagar,13.0418,80.2341,2:15:00 PM,11,Wednesday,80,27,34,14,155,high
0,T_Nagar,13.0418,80.2341,2:30:00 PM,11,Wednesday,141,28,11,24,204,heavy
0,T_Nagar,13.0418,80.2341,2:45:00 PM,11,Wednesday,75,30,22,13,140,high
0,T_Nagar,13.0418,80.2341,3:00:00 PM,11,Wednesday,51,34,15,13,113,normal
0,T_Nagar,13.0418,80.2341,3:15:00 PM,11,Wednesday,116,28,52,9,205,heavy
0,T_Nagar,13.0418,80.2341,3:30:00 PM,11,Wednesday,132,34,26,24,216,heavy
0,T_Nagar,13.0418,80.2341,3:45:00 PM,11,Wednesday,80,29,33,24,166,high
0,T_Nagar,13.0418,80.2341,4:00:00 PM,11,Wednesday,211,29,51,7,298,heavy
0,T_Nagar,13.0418,80.2341,4:15:00 PM,11,Wednesday,163,18,29,7,217,heavy
0,T_Nagar,13.0418,80.2341,4:30:00 PM,11,Wednesday,183,17,44,9,253,heavy
0,T_Nagar,13.0418,80.2341,4:45:00 PM,11,Wednesday,159,30,37,11,237,heavy
0,T_Nagar,13.0418,80.2341,5:00:00 PM,11,Wednesday,138,39,34,8,219,heavy
0,T_Nagar,13.0418,80.2341,5:15:00 PM,11,Wednesday,176,15,45,8,244,heavy
0,T_Nagar,13.0418,80.2341,5:30:00 PM,11,Wednesday,166,31,54,12,263,heavy
0,T_Nagar,13.0418,80.2341,5:45:00 PM,11,Wednesday,158,45,33,12,248,heavy
0,T_Nagar,13.0418,80.2341,6:00:00 PM,11,Wednesday,173,28,27,11,239,heavy
0,T_Nagar,13.0418,80.2341,6:15:00 PM,11,Wednesday,184,18,32,9,243,heavy
0,T_Nagar,13.0418,80.2341,6:30:00 PM,11,Wednesday,196,20,39,8,263,heavy
0,T_Nagar,13.0418,80.2341,6:45:00 PM,11,Wednesday,114,27,15,13,169,high
0,T_Nagar,13.0418,80.2341,7:00:00 PM,11,Wednesday,128,21,14,19,182,heavy
0,T_Nagar,13.0418,80.2341,7:15:00 PM,11,Wednesday,69,15,14,23,121,normal
0,T_Nagar,13.0418,80.2341,7:30:00 PM,11,Wednesday,147,22,13,8,190,heavy
0,T_Nagar,13.0418,80.2341,7:45:00 PM,11,Wednesday,147,35,21,33,236,heavy
0,T_Nagar,13.0418,80.2341,8:00:00 PM,11,Wednesday,118,7,21,17,163,high
0,T_Nagar,13.0418,80.2341,8:15:00 PM,11,Wednesday,67,20,16,26,129,normal
0,T_Nagar,13.0418,80.2341,8:30:00 PM,11,Wednesday,113,9,26,18,166,high
0,T_Nagar,13.0418,80.2341,8:45:00 PM,11,Wednesday,102,15,23,10,150,high
0,T_Nagar,13.0418,80.2341,9:00:00 PM,11,Wednesday,108,37,24,39,208,heavy
0,T_Nagar,13.0418,80.2341,9:15:00 PM,11,Wednesday,115,25,23,33,196,heavy
0,T_Nagar,13.0418,80.2341,9:30:00 PM,11,Wednesday,110,22,21,29,182,heavy
0,T_Nagar,13.0418,80.2341,9:45:00 PM,11,Wednesday,126,15,15,47,203,heavy
0,T_Nagar,13.0418,80.2341,10:00:00 PM,11,Wednesday,23,5,0,20,48,low
0,T_Nagar,13.0418,80.2341,10:15:00 PM,11,Wednesday,25,7,0,17,49,low
0,T_Nagar,13.0418,80.2341,10:30:00 PM,11,Wednesday,22,3,1,33,59,low
0,T_Nagar,13.0418,80.2341,10:45:00 PM,11,Wednesday,23,1,0,25,49,low
0,T_Nagar,13.0418,80.2341,11:00:00 PM,11,Wednesday,23,7,0,29,59,low
0,T_Nagar,13.0418,80.2341,11:15:00 PM,11,Wednesday,24,0,1,15,40,low
0,T_Nagar,13.0418,80.2341,11:30:00 PM,11,Wednesday,25,4,1,33,63,normal
0,T_Nagar,13.0418,80.2341,11:45:00 PM,11,Wednesday,24,6,1,55,86,normal
0,T_Nagar,13.0418,80.2341,12:00:00 AM,12,Thursday,21,1,1,47,70,normal
0,T_Nagar,13.0418,80.2341,12:15:00 AM,12,Thursday,21,5,0,34,60,low
0,T_Nagar,13.0418,80.2341,12:30:00 AM,12,Thursday,27,7,1,15,50,low
0,T_Nagar,13.0418,80.2341,12:45:00 AM,12,Thursday,26,3,0,48,77,normal
0,T_Nagar,13.0418,80.2341,1:00:00 AM,12,Thursday,22,0,0,16,38,low
0,T_Nagar,13.0418,80.2341,1:15:00 AM,12,Thursday,24,6,0,14,44,low
0,T_Nagar,13.0418,80.2341,1:30:00 AM,12,Thursday,26,7,1,17,51,low
0,T_Nagar,13.0418,80.2341,1:45:00 AM,12,Thursday,23,1,1,23,48,low
0,T_Nagar,13.0418,80.2341,2:00:00 AM,12,Thursday,22,1,1,51,75,normal
0,T_Nagar,13.0418,80.2341,2:15:00 AM,12,Thursday,23,1,0,30,54,low
0,T_Nagar,13.0418,80.2341,2:30:00 AM,12,Thursday,24,0,0,28,52,low
0,T_Nagar,13.0418,80.2341,2:45:00 AM,12,Thursday,21,0,0,32,53,low
0,T_Nagar,13.0418,80.2341,3:00:00 AM,12,Thursday,25,6,0,39,70,normal
0,T_Nagar,13.0418,80.2341,3:15:00 AM,12,Thursday,26,1,0,20,47,low
0,T_Nagar,13.0418,80.2341,3:30:00 AM,12,Thursday,27,6,0,33,66,normal
0,T_Nagar,13.0418,80.2341,3:45:00 AM,12,Thursday,24,6,1,38,69,normal
0,T_Nagar,13.0418,80.2341,4:00:00 AM,12,Thursday,24,6,1,38,69,normal
0,T_Nagar,13.0418,80.2341,4:15:00 AM,12,Thursday,84,28,9,3,124,normal
0,T_Nagar,13.0418,80.2341,4:30:00 AM,12,Thursday,63,32,8,1,104,normal
0,T_Nagar,13.0418,80.2341,4:45:00 AM,12,Thursday,164,33,13,23,233,heavy
0,T_Nagar,13.0418,80.2341,5:00:00 AM,12,Thursday,118,31,13,10,172,heavy
0,T_Nagar,13.0418,80.2341,5:15:00 AM,12,Thursday,115,32,6,30,183,heavy
0,T_Nagar,13.0418,80.2341,5:30:00 AM,12,Thursday,141,23,3,23,190,heavy
0,T_Nagar,13.0418,80.2341,5:45:00 AM,12,Thursday,168,24,0,25,217,heavy
0,T_Nagar,13.0418,80.2341,6:00:00 AM,12,Thursday,131,54,61,6,252,heavy
0,T_Nagar,13.0418,80.2341,6:15:00 AM,12,Thursday,132,42,45,3,222,heavy
0,T_Nagar,13.0418,80.2341,6:30:00 AM,12,Thursday,141,19,33,1,194,heavy
0,T_Nagar,13.0418,80.2341,6:45:00 AM,12,Thursday,174,29,29,3,235,heavy
0,T_Nagar,13.0418,80.2341,7:00:00 AM,12,Thursday,151,36,53,1,241,heavy
0,T_Nagar,13.0418,80.2341,7:15:00 AM,12,Thursday,150,37,52,1,240,heavy
0,T_Nagar,13.0418,80.2341,7:30:00 AM,12,Thursday,141,27,58,1,227,heavy
0,T_Nagar,13.0418,80.2341,7:45:00 AM,12,Thursday,174,14,52,1,241,heavy
0,T_Nagar,13.0418,80.2341,8:00:00 AM,12,Thursday,190,37,27,5,259,heavy
0,T_Nagar,13.0418,80.2341,8:15:00 AM,12,Thursday,155,29,59,0,243,heavy
0,T_Nagar,13.0418,80.2341,8:30:00 AM,12,Thursday,150,15,30,0,195,heavy
0,T_Nagar,13.0418,80.2341,8:45:00 AM,12,Thursday,114,50,40,6,210,heavy
0,T_Nagar,13.0418,80.2341,9:00:00 AM,12,Thursday,175,42,50,1,268,heavy
0,T_Nagar,13.0418,80.2341,9:15:00 AM,12,Thursday,32,24,51,25,132,high
0,T_Nagar,13.0418,80.2341,9:30:00 AM,12,Thursday,33,11,23,36,103,normal
0,T_Nagar,13.0418,80.2341,9:45:00 AM,12,Thursday,22,27,15,27,91,normal
0,T_Nagar,13.0418,80.2341,10:00:00 AM,12,Thursday,36,2,48,36,122,normal
0,T_Nagar,13.0418,80.2341,10:15:00 AM,12,Thursday,106,8,24,22,160,high
0,T_Nagar,13.0418,80.2341,10:30:00 AM,12,Thursday,77,9,16,13,115,normal
0,T_Nagar,13.0418,80.2341,10:45:00 AM,12,Thursday,40,9,31,25,105,normal
0,T_Nagar,13.0418,80.2341,11:00:00 AM,12,Thursday,74,6,21,24,125,normal
0,T_Nagar,13.0418,80.2341,11:15:00 AM,12,Thursday,102,13,11,34,160,high
0,T_Nagar,13.0418,80.2341,11:30:00 AM,12,Thursday,87,13,15,37,152,high
0,T_Nagar,13.0418,80.2341,11:45:00 AM,12,Thursday,27,13,6,29,75,normal
0,T_Nagar,13.0418,80.2341,12:00:00 PM,12,Thursday,56,9,10,31,106,normal
0,T_Nagar,13.0418,80.2341,12:15:00 PM,12,Thursday,55,12,10,42,119,normal
0,T_Nagar,13.0418,80.2341,12:30:00 PM,12,Thursday,78,15,17,26,136,high
0,T_Nagar,13.0418,80.2341,12:45:00 PM,12,Thursday,96,10,15,35,156,high
0,T_Nagar,13.0418,80.2341,1:00:00 PM,12,Thursday,60,13,10,26,109,normal
0,T_Nagar,13.0418,80.2341,1:15:00 PM,12,Thursday,51,38,34,13,136,high
0,T_Nagar,13.0418,80.2341,1:30:00 PM,12,Thursday,19,29,10,23,81,normal
0,T_Nagar,13.0418,80.2341,1:45:00 PM,12,Thursday,77,26,30,11,144,high
0,T_Nagar,13.0418,80.2341,2:00:00 PM,12,Thursday,58,18,58,6,140,high
0,T_Nagar,13.0418,80.2341,2:15:00 PM,12,Thursday,112,22,24,16,174,heavy
0,T_Nagar,13.0418,80.2341,2:30:00 PM,12,Thursday,38,29,33,7,107,normal
0,T_Nagar,13.0418,80.2341,2:45:00 PM,12,Thursday,147,32,37,15,231,heavy
0,T_Nagar,13.0418,80.2341,3:00:00 PM,12,Thursday,123,36,18,7,184,heavy
0,T_Nagar,13.0418,80.2341,3:15:00 PM,12,Thursday,140,32,31,14,217,heavy
0,T_Nagar,13.0418,80.2341,3:30:00 PM,12,Thursday,12,25,29,11,77,normal
0,T_Nagar,13.0418,80.2341,3:45:00 PM,12,Thursday,55,26,26,11,118,normal
0,T_Nagar,13.0418,80.2341,4:00:00 PM,12,Thursday,122,51,53,9,235,heavy
0,T_Nagar,13.0418,80.2341,4:15:00 PM,12,Thursday,157,43,41,6,247,heavy
0,T_Nagar,13.0418,80.2341,4:30:00 PM,12,Thursday,140,32,49,8,229,heavy
0,T_Nagar,13.0418,80.2341,4:45:00 PM,12,Thursday,135,16,49,11,211,heavy
0,T_Nagar,13.0418,80.2341,5:00:00 PM,12,Thursday,144,26,38,12,220,heavy
0,T_Nagar,13.0418,80.2341,5:15:00 PM,12,Thursday,211,17,23,12,263,heavy
0,T_Nagar,13.0418,80.2341,5:30:00 PM,12,Thursday,171,28,47,12,258,heavy
0,T_Nagar,13.0418,80.2341,5:45:00 PM,12,Thursday,143,21,61,10,235,heavy
0,T_Nagar,13.0418,80.2341,6:00:00 PM,12,Thursday,145,14,69,6,234,heavy
0,T_Nagar,13.0418,80.2341,6:15:00 PM,12,Thursday,152,35,34,7,228,heavy
0,T_Nagar,13.0418,80.2341,6:30:00 PM,12,Thursday,165,22,54,8,249,heavy
0,T_Nagar,13.0418,80.2341,6:45:00 PM,12,Thursday,136,36,13,37,222,heavy
0,T_Nagar,13.0418,80.2341,7:00:00 PM,12,Thursday,80,17,17,36,150,high
0,T_Nagar,13.0418,80.2341,7:15:00 PM,12,Thursday,140,13,19,34,206,heavy
0,T_Nagar,13.0418,80.2341,7:30:00 PM,12,Thursday,131,7,19,8,165,high
0,T_Nagar,13.0418,80.2341,7:45:00 PM,12,Thursday,65,19,20,11,115,normal
0,T_Nagar,13.0418,80.2341,8:00:00 PM,12,Thursday,78,14,16,20,128,normal
0,T_Nagar,13.0418,80.2341,8:15:00 PM,12,Thursday,147,16,14,7,184,heavy
0,T_Nagar,13.0418,80.2341,8:30:00 PM,12,Thursday,71,9,15,30,125,normal
0,T_Nagar,13.0418,80.2341,8:45:00 PM,12,Thursday,99,16,25,8,148,high
0,T_Nagar,13.0418,80.2341,9:00:00 PM,12,Thursday,137,19,25,31,212,heavy
0,T_Nagar,13.0418,80.2341,9:15:00 PM,12,Thursday,71,31,27,15,144,high
0,T_Nagar,13.0418,80.2341,9:30:00 PM,12,Thursday,71,10,11,39,131,high
0,T_Nagar,13.0418,80.2341,9:45:00 PM,12,Thursday,89,32,17,30,168,high
0,T_Nagar,13.0418,80.2341,10:00:00 PM,12,Thursday,24,4,0,39,67,normal
0,T_Nagar,13.0418,80.2341,10:15:00 PM,12,Thursday,27,6,1,51,85,normal
0,T_Nagar,13.0418,80.2341,10:30:00 PM,12,Thursday,18,0,0,39,57,low
0,T_Nagar,13.0418,80.2341,10:45:00 PM,12,Thursday,19,0,1,27,47,low
